zenodo_row_idx,StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,Gender_lbl,Internet_lbl,Extracurricular_lbl,EduTech_lbl,Discussions_lbl,Motivation_lbl,StressLevel_lbl,Resources_lbl,FinalGrade_lbl,LearningStyle_lbl,attendance_norm,assignment_norm,exam_norm,motivation_norm,stress_norm,discussion_norm
7759,10,85,0,1,2,1,1,25,1,2,1,59,68,0,2,2,Male,Yes,Yes,No,Yes,Medium,Medium,High,Pass,Kinesthetic,0.625,0.17999999999999994,0.4666666666666667,1.0,1.0,1.0
7760,26,86,2,1,1,1,0,19,1,9,1,91,91,1,0,0,Female,Yes,Yes,Yes,Yes,Low,High,Medium,Distinction,Kinesthetic,0.6499999999999999,0.8200000000000001,0.85,0.5,0.0,1.0
7761,26,86,0,0,0,1,0,19,1,9,1,91,91,1,0,0,Female,Yes,No,Yes,Yes,High,High,High,Distinction,Kinesthetic,0.6499999999999999,0.8200000000000001,0.85,0.0,0.0,1.0
7762,26,86,0,0,1,1,0,19,1,9,1,91,91,1,0,0,Female,Yes,No,Yes,Yes,Low,High,High,Distinction,Kinesthetic,0.6499999999999999,0.8200000000000001,0.85,0.5,0.0,1.0
7763,26,86,2,1,1,1,0,19,1,9,1,91,91,1,0,0,Female,Yes,Yes,Yes,Yes,Low,High,Medium,Distinction,Kinesthetic,0.6499999999999999,0.8200000000000001,0.85,0.5,0.0,1.0
7764,35,93,1,1,1,1,0,26,3,16,0,88,84,1,2,1,Female,Yes,Yes,Yes,No,Low,Medium,Low,Merit,Visual,0.8250000000000002,0.76,0.7333333333333333,0.5,1.0,0.0
7765,35,93,1,1,1,1,0,23,3,5,1,62,96,1,2,0,Female,Yes,Yes,Yes,Yes,Low,Medium,Low,Distinction,Visual,0.8250000000000002,0.24,0.9333333333333335,0.5,1.0,1.0
7766,28,64,2,1,0,1,1,23,3,19,1,80,79,1,1,1,Male,Yes,Yes,Yes,Yes,High,Low,Medium,Merit,Visual,0.10000000000000009,0.6000000000000001,0.65,0.0,0.5,1.0
7767,28,64,2,1,0,1,1,20,0,2,1,100,64,1,1,2,Male,Yes,Yes,Yes,Yes,High,Low,Medium,Pass,Auditory,0.10000000000000009,1.0,0.4,0.0,0.5,1.0
7768,28,64,2,1,0,1,1,24,0,10,0,63,60,0,1,2,Male,Yes,Yes,No,No,High,Low,Medium,Pass,Auditory,0.10000000000000009,0.26,0.33333333333333337,0.0,0.5,0.0
7769,28,64,1,1,1,1,1,23,3,19,1,80,79,1,1,1,Male,Yes,Yes,Yes,Yes,Low,Low,Low,Merit,Visual,0.10000000000000009,0.6000000000000001,0.65,0.5,0.5,1.0
7770,28,64,1,1,1,1,1,20,0,2,1,100,64,1,1,2,Male,Yes,Yes,Yes,Yes,Low,Low,Low,Pass,Auditory,0.10000000000000009,1.0,0.4,0.5,0.5,1.0
7771,28,64,1,1,1,1,1,24,0,10,0,63,60,0,1,2,Male,Yes,Yes,No,No,Low,Low,Low,Pass,Auditory,0.10000000000000009,0.26,0.33333333333333337,0.5,0.5,0.0
7772,28,64,1,1,1,1,1,23,3,19,1,80,79,1,1,1,Male,Yes,Yes,Yes,Yes,Low,Low,Low,Merit,Visual,0.10000000000000009,0.6000000000000001,0.65,0.5,0.5,1.0
7773,28,64,1,1,1,1,1,20,0,2,1,100,64,1,1,2,Male,Yes,Yes,Yes,Yes,Low,Low,Low,Pass,Auditory,0.10000000000000009,1.0,0.4,0.5,0.5,1.0
7774,28,64,1,1,1,1,1,24,0,10,0,63,60,0,1,2,Male,Yes,Yes,No,No,Low,Low,Low,Pass,Auditory,0.10000000000000009,0.26,0.33333333333333337,0.5,0.5,0.0
7775,28,64,0,1,1,1,1,23,3,19,1,80,79,1,1,1,Male,Yes,Yes,Yes,Yes,Low,Low,High,Merit,Visual,0.10000000000000009,0.6000000000000001,0.65,0.5,0.5,1.0
7776,28,64,0,1,1,1,1,20,0,2,1,100,64,1,1,2,Male,Yes,Yes,Yes,Yes,Low,Low,High,Pass,Auditory,0.10000000000000009,1.0,0.4,0.5,0.5,1.0
7777,28,64,0,1,1,1,1,24,0,10,0,63,60,0,1,2,Male,Yes,Yes,No,No,Low,Low,High,Pass,Auditory,0.10000000000000009,0.26,0.33333333333333337,0.5,0.5,0.0
7778,28,64,1,0,0,1,1,23,3,19,1,80,79,1,1,1,Male,Yes,No,Yes,Yes,High,Low,Low,Merit,Visual,0.10000000000000009,0.6000000000000001,0.65,0.0,0.5,1.0
7779,28,64,1,0,0,1,1,20,0,2,1,100,64,1,1,2,Male,Yes,No,Yes,Yes,High,Low,Low,Pass,Auditory,0.10000000000000009,1.0,0.4,0.0,0.5,1.0
7780,28,64,1,0,0,1,1,24,0,10,0,63,60,0,1,2,Male,Yes,No,No,No,High,Low,Low,Pass,Auditory,0.10000000000000009,0.26,0.33333333333333337,0.0,0.5,0.0
7781,28,64,1,1,1,1,1,23,3,19,1,80,79,1,1,1,Male,Yes,Yes,Yes,Yes,Low,Low,Low,Merit,Visual,0.10000000000000009,0.6000000000000001,0.65,0.5,0.5,1.0
7782,28,64,1,1,1,1,1,20,0,2,1,100,64,1,1,2,Male,Yes,Yes,Yes,Yes,Low,Low,Low,Pass,Auditory,0.10000000000000009,1.0,0.4,0.5,0.5,1.0
7783,28,64,1,1,1,1,1,24,0,10,0,63,60,0,1,2,Male,Yes,Yes,No,No,Low,Low,Low,Pass,Auditory,0.10000000000000009,0.26,0.33333333333333337,0.5,0.5,0.0
7784,28,64,1,0,0,1,1,23,3,19,1,80,79,1,1,1,Male,Yes,No,Yes,Yes,High,Low,Low,Merit,Visual,0.10000000000000009,0.6000000000000001,0.65,0.0,0.5,1.0
7785,28,64,1,0,0,1,1,20,0,2,1,100,64,1,1,2,Male,Yes,No,Yes,Yes,High,Low,Low,Pass,Auditory,0.10000000000000009,1.0,0.4,0.0,0.5,1.0
7786,28,64,1,0,0,1,1,24,0,10,0,63,60,0,1,2,Male,Yes,No,No,No,High,Low,Low,Pass,Auditory,0.10000000000000009,0.26,0.33333333333333337,0.0,0.5,0.0
7787,24,88,1,0,0,1,0,25,0,11,1,96,61,0,1,2,Female,Yes,No,No,Yes,High,Low,Low,Pass,Auditory,0.7000000000000002,0.9199999999999999,0.35,0.0,0.5,1.0
7788,24,88,1,0,0,1,0,23,1,5,0,66,99,0,2,0,Female,Yes,No,No,No,High,Medium,Low,Distinction,Kinesthetic,0.7000000000000002,0.32000000000000006,0.9833333333333333,0.0,1.0,0.0
7789,24,88,1,0,0,1,0,20,3,6,1,62,45,1,2,3,Female,Yes,No,Yes,Yes,High,Medium,Low,Fail,Visual,0.7000000000000002,0.24,0.08333333333333337,0.0,1.0,1.0
7790,24,88,1,0,0,1,0,24,0,6,1,61,65,1,2,2,Female,Yes,No,Yes,Yes,High,Medium,Low,Pass,Auditory,0.7000000000000002,0.21999999999999997,0.41666666666666663,0.0,1.0,1.0
7791,24,88,1,1,1,1,0,25,0,11,1,96,61,0,1,2,Female,Yes,Yes,No,Yes,Low,Low,Low,Pass,Auditory,0.7000000000000002,0.9199999999999999,0.35,0.5,0.5,1.0
7792,24,88,1,1,1,1,0,23,1,5,0,66,99,0,2,0,Female,Yes,Yes,No,No,Low,Medium,Low,Distinction,Kinesthetic,0.7000000000000002,0.32000000000000006,0.9833333333333333,0.5,1.0,0.0
7793,24,88,1,1,1,1,0,20,3,6,1,62,45,1,2,3,Female,Yes,Yes,Yes,Yes,Low,Medium,Low,Fail,Visual,0.7000000000000002,0.24,0.08333333333333337,0.5,1.0,1.0
7794,24,88,1,1,1,1,0,24,0,6,1,61,65,1,2,2,Female,Yes,Yes,Yes,Yes,Low,Medium,Low,Pass,Auditory,0.7000000000000002,0.21999999999999997,0.41666666666666663,0.5,1.0,1.0
7795,24,88,2,0,1,1,0,25,0,11,1,96,61,0,1,2,Female,Yes,No,No,Yes,Low,Low,Medium,Pass,Auditory,0.7000000000000002,0.9199999999999999,0.35,0.5,0.5,1.0
7796,24,88,2,0,1,1,0,23,1,5,0,66,99,0,2,0,Female,Yes,No,No,No,Low,Medium,Medium,Distinction,Kinesthetic,0.7000000000000002,0.32000000000000006,0.9833333333333333,0.5,1.0,0.0
7797,24,88,2,0,1,1,0,20,3,6,1,62,45,1,2,3,Female,Yes,No,Yes,Yes,Low,Medium,Medium,Fail,Visual,0.7000000000000002,0.24,0.08333333333333337,0.5,1.0,1.0
7798,24,88,2,0,1,1,0,24,0,6,1,61,65,1,2,2,Female,Yes,No,Yes,Yes,Low,Medium,Medium,Pass,Auditory,0.7000000000000002,0.21999999999999997,0.41666666666666663,0.5,1.0,1.0
7799,15,75,2,1,2,1,0,23,0,18,0,56,87,0,0,0,Female,Yes,Yes,No,No,Medium,High,Medium,Distinction,Auditory,0.375,0.1200000000000001,0.7833333333333333,1.0,0.0,0.0
7800,15,75,1,0,0,0,0,23,0,18,0,56,87,0,0,0,Female,No,No,No,No,High,High,Low,Distinction,Auditory,0.375,0.1200000000000001,0.7833333333333333,0.0,0.0,0.0
7801,15,75,1,1,1,1,0,23,0,18,0,56,87,0,0,0,Female,Yes,Yes,No,No,Low,High,Low,Distinction,Auditory,0.375,0.1200000000000001,0.7833333333333333,0.5,0.0,0.0
7802,15,75,2,0,0,1,0,23,0,18,0,56,87,0,0,0,Female,Yes,No,No,No,High,High,Medium,Distinction,Auditory,0.375,0.1200000000000001,0.7833333333333333,0.0,0.0,0.0
7803,18,74,1,0,2,1,0,22,3,13,1,84,60,1,0,2,Female,Yes,No,Yes,Yes,Medium,High,Low,Pass,Visual,0.3500000000000001,0.6799999999999999,0.33333333333333337,1.0,0.0,1.0
7804,18,74,1,0,2,1,0,28,1,16,1,77,55,1,2,2,Female,Yes,No,Yes,Yes,Medium,Medium,Low,Pass,Kinesthetic,0.3500000000000001,0.54,0.25,1.0,1.0,1.0
7805,18,74,1,0,2,1,0,27,1,18,0,53,82,0,2,1,Female,Yes,No,No,No,Medium,Medium,Low,Merit,Kinesthetic,0.3500000000000001,0.06000000000000005,0.7000000000000001,1.0,1.0,0.0
7806,18,74,1,0,2,1,0,20,3,12,0,85,53,1,2,3,Female,Yes,No,Yes,No,Medium,Medium,Low,Fail,Visual,0.3500000000000001,0.7,0.21666666666666667,1.0,1.0,0.0
7807,18,74,1,0,2,1,0,21,1,8,0,52,48,1,1,3,Female,Yes,No,Yes,No,Medium,Low,Low,Fail,Kinesthetic,0.3500000000000001,0.040000000000000036,0.13333333333333341,1.0,0.5,0.0
7808,18,74,0,0,2,1,0,22,3,13,1,84,60,1,0,2,Female,Yes,No,Yes,Yes,Medium,High,High,Pass,Visual,0.3500000000000001,0.6799999999999999,0.33333333333333337,1.0,0.0,1.0
7809,18,74,0,0,2,1,0,28,1,16,1,77,55,1,2,2,Female,Yes,No,Yes,Yes,Medium,Medium,High,Pass,Kinesthetic,0.3500000000000001,0.54,0.25,1.0,1.0,1.0
7810,18,74,0,0,2,1,0,27,1,18,0,53,82,0,2,1,Female,Yes,No,No,No,Medium,Medium,High,Merit,Kinesthetic,0.3500000000000001,0.06000000000000005,0.7000000000000001,1.0,1.0,0.0
7811,18,74,0,0,2,1,0,20,3,12,0,85,53,1,2,3,Female,Yes,No,Yes,No,Medium,Medium,High,Fail,Visual,0.3500000000000001,0.7,0.21666666666666667,1.0,1.0,0.0
7812,18,74,0,0,2,1,0,21,1,8,0,52,48,1,1,3,Female,Yes,No,Yes,No,Medium,Low,High,Fail,Kinesthetic,0.3500000000000001,0.040000000000000036,0.13333333333333341,1.0,0.5,0.0
7813,18,74,2,1,1,1,0,22,3,13,1,84,60,1,0,2,Female,Yes,Yes,Yes,Yes,Low,High,Medium,Pass,Visual,0.3500000000000001,0.6799999999999999,0.33333333333333337,0.5,0.0,1.0
7814,18,74,2,1,1,1,0,28,1,16,1,77,55,1,2,2,Female,Yes,Yes,Yes,Yes,Low,Medium,Medium,Pass,Kinesthetic,0.3500000000000001,0.54,0.25,0.5,1.0,1.0
7815,18,74,2,1,1,1,0,27,1,18,0,53,82,0,2,1,Female,Yes,Yes,No,No,Low,Medium,Medium,Merit,Kinesthetic,0.3500000000000001,0.06000000000000005,0.7000000000000001,0.5,1.0,0.0
7816,18,74,2,1,1,1,0,20,3,12,0,85,53,1,2,3,Female,Yes,Yes,Yes,No,Low,Medium,Medium,Fail,Visual,0.3500000000000001,0.7,0.21666666666666667,0.5,1.0,0.0
7817,18,74,2,1,1,1,0,21,1,8,0,52,48,1,1,3,Female,Yes,Yes,Yes,No,Low,Low,Medium,Fail,Kinesthetic,0.3500000000000001,0.040000000000000036,0.13333333333333341,0.5,0.5,0.0
7818,18,74,1,0,1,1,0,22,3,13,1,84,60,1,0,2,Female,Yes,No,Yes,Yes,Low,High,Low,Pass,Visual,0.3500000000000001,0.6799999999999999,0.33333333333333337,0.5,0.0,1.0
7819,18,74,1,0,1,1,0,28,1,16,1,77,55,1,2,2,Female,Yes,No,Yes,Yes,Low,Medium,Low,Pass,Kinesthetic,0.3500000000000001,0.54,0.25,0.5,1.0,1.0
7820,18,74,1,0,1,1,0,27,1,18,0,53,82,0,2,1,Female,Yes,No,No,No,Low,Medium,Low,Merit,Kinesthetic,0.3500000000000001,0.06000000000000005,0.7000000000000001,0.5,1.0,0.0
7821,18,74,1,0,1,1,0,20,3,12,0,85,53,1,2,3,Female,Yes,No,Yes,No,Low,Medium,Low,Fail,Visual,0.3500000000000001,0.7,0.21666666666666667,0.5,1.0,0.0
7822,18,74,1,0,1,1,0,21,1,8,0,52,48,1,1,3,Female,Yes,No,Yes,No,Low,Low,Low,Fail,Kinesthetic,0.3500000000000001,0.040000000000000036,0.13333333333333341,0.5,0.5,0.0
7823,10,85,1,1,0,1,0,27,3,14,1,55,85,1,1,0,Female,Yes,Yes,Yes,Yes,High,Low,Low,Distinction,Visual,0.625,0.10000000000000009,0.7500000000000001,0.0,0.5,1.0
7824,10,85,1,1,1,1,0,27,3,14,1,55,85,1,1,0,Female,Yes,Yes,Yes,Yes,Low,Low,Low,Distinction,Visual,0.625,0.10000000000000009,0.7500000000000001,0.5,0.5,1.0
7825,10,85,2,1,1,1,0,27,3,14,1,55,85,1,1,0,Female,Yes,Yes,Yes,Yes,Low,Low,Medium,Distinction,Visual,0.625,0.10000000000000009,0.7500000000000001,0.5,0.5,1.0
7826,26,62,2,0,1,1,1,28,2,6,1,70,53,1,0,3,Male,Yes,No,Yes,Yes,Low,High,Medium,Fail,ReadWrite,0.050000000000000044,0.40000000000000013,0.21666666666666667,0.5,0.0,1.0
7827,26,62,2,0,1,1,1,27,2,14,1,82,97,0,0,0,Male,Yes,No,No,Yes,Low,High,Medium,Distinction,ReadWrite,0.050000000000000044,0.6400000000000001,0.9500000000000001,0.5,0.0,1.0
7828,26,62,1,1,1,1,1,28,2,6,1,70,53,1,0,3,Male,Yes,Yes,Yes,Yes,Low,High,Low,Fail,ReadWrite,0.050000000000000044,0.40000000000000013,0.21666666666666667,0.5,0.0,1.0
7829,26,62,1,1,1,1,1,27,2,14,1,82,97,0,0,0,Male,Yes,Yes,No,Yes,Low,High,Low,Distinction,ReadWrite,0.050000000000000044,0.6400000000000001,0.9500000000000001,0.5,0.0,1.0
7830,26,62,2,0,1,1,1,28,2,6,1,70,53,1,0,3,Male,Yes,No,Yes,Yes,Low,High,Medium,Fail,ReadWrite,0.050000000000000044,0.40000000000000013,0.21666666666666667,0.5,0.0,1.0
7831,26,62,2,0,1,1,1,27,2,14,1,82,97,0,0,0,Male,Yes,No,No,Yes,Low,High,Medium,Distinction,ReadWrite,0.050000000000000044,0.6400000000000001,0.9500000000000001,0.5,0.0,1.0
7832,26,62,1,0,1,1,1,28,2,6,1,70,53,1,0,3,Male,Yes,No,Yes,Yes,Low,High,Low,Fail,ReadWrite,0.050000000000000044,0.40000000000000013,0.21666666666666667,0.5,0.0,1.0
7833,26,62,1,0,1,1,1,27,2,14,1,82,97,0,0,0,Male,Yes,No,No,Yes,Low,High,Low,Distinction,ReadWrite,0.050000000000000044,0.6400000000000001,0.9500000000000001,0.5,0.0,1.0
7834,11,62,2,1,2,0,0,20,3,3,1,58,73,0,2,1,Female,No,Yes,No,Yes,Medium,Medium,Medium,Merit,Visual,0.050000000000000044,0.15999999999999992,0.5499999999999999,1.0,1.0,1.0
7835,11,62,2,1,2,0,0,19,3,15,0,80,53,1,1,3,Female,No,Yes,Yes,No,Medium,Low,Medium,Fail,Visual,0.050000000000000044,0.6000000000000001,0.21666666666666667,1.0,0.5,0.0
7836,11,62,2,1,2,0,0,26,2,16,0,50,46,0,0,3,Female,No,Yes,No,No,Medium,High,Medium,Fail,ReadWrite,0.050000000000000044,0.0,0.09999999999999998,1.0,0.0,0.0
7837,11,62,2,1,2,0,0,28,0,0,0,86,45,1,1,3,Female,No,Yes,Yes,No,Medium,Low,Medium,Fail,Auditory,0.050000000000000044,0.72,0.08333333333333337,1.0,0.5,0.0
7838,14,75,0,1,0,1,0,20,1,13,1,88,68,1,1,2,Female,Yes,Yes,Yes,Yes,High,Low,High,Pass,Kinesthetic,0.375,0.76,0.4666666666666667,0.0,0.5,1.0
7839,14,75,0,0,1,1,0,20,1,13,1,88,68,1,1,2,Female,Yes,No,Yes,Yes,Low,Low,High,Pass,Kinesthetic,0.375,0.76,0.4666666666666667,0.5,0.5,1.0
7840,26,73,1,1,2,1,1,29,3,9,1,92,41,1,1,3,Male,Yes,Yes,Yes,Yes,Medium,Low,Low,Fail,Visual,0.3250000000000002,0.8400000000000001,0.01666666666666672,1.0,0.5,1.0
7841,26,73,1,1,2,1,1,23,1,17,0,89,86,1,2,0,Male,Yes,Yes,Yes,No,Medium,Medium,Low,Distinction,Kinesthetic,0.3250000000000002,0.78,0.7666666666666667,1.0,1.0,0.0
7842,26,73,2,0,0,1,1,29,3,9,1,92,41,1,1,3,Male,Yes,No,Yes,Yes,High,Low,Medium,Fail,Visual,0.3250000000000002,0.8400000000000001,0.01666666666666672,0.0,0.5,1.0
7843,26,73,2,0,0,1,1,23,1,17,0,89,86,1,2,0,Male,Yes,No,Yes,No,High,Medium,Medium,Distinction,Kinesthetic,0.3250000000000002,0.78,0.7666666666666667,0.0,1.0,0.0
7844,26,73,1,0,1,1,1,29,3,9,1,92,41,1,1,3,Male,Yes,No,Yes,Yes,Low,Low,Low,Fail,Visual,0.3250000000000002,0.8400000000000001,0.01666666666666672,0.5,0.5,1.0
7845,26,73,1,0,1,1,1,23,1,17,0,89,86,1,2,0,Male,Yes,No,Yes,No,Low,Medium,Low,Distinction,Kinesthetic,0.3250000000000002,0.78,0.7666666666666667,0.5,1.0,0.0
7846,26,73,2,1,0,1,1,29,3,9,1,92,41,1,1,3,Male,Yes,Yes,Yes,Yes,High,Low,Medium,Fail,Visual,0.3250000000000002,0.8400000000000001,0.01666666666666672,0.0,0.5,1.0
7847,26,73,2,1,0,1,1,23,1,17,0,89,86,1,2,0,Male,Yes,Yes,Yes,No,High,Medium,Medium,Distinction,Kinesthetic,0.3250000000000002,0.78,0.7666666666666667,0.0,1.0,0.0
7848,26,73,2,0,1,1,1,29,3,9,1,92,41,1,1,3,Male,Yes,No,Yes,Yes,Low,Low,Medium,Fail,Visual,0.3250000000000002,0.8400000000000001,0.01666666666666672,0.5,0.5,1.0
7849,26,73,2,0,1,1,1,23,1,17,0,89,86,1,2,0,Male,Yes,No,Yes,No,Low,Medium,Medium,Distinction,Kinesthetic,0.3250000000000002,0.78,0.7666666666666667,0.5,1.0,0.0
7850,26,73,2,0,1,1,1,29,3,9,1,92,41,1,1,3,Male,Yes,No,Yes,Yes,Low,Low,Medium,Fail,Visual,0.3250000000000002,0.8400000000000001,0.01666666666666672,0.5,0.5,1.0
7851,26,73,2,0,1,1,1,23,1,17,0,89,86,1,2,0,Male,Yes,No,Yes,No,Low,Medium,Medium,Distinction,Kinesthetic,0.3250000000000002,0.78,0.7666666666666667,0.5,1.0,0.0
7852,26,73,1,0,1,1,1,29,3,9,1,92,41,1,1,3,Male,Yes,No,Yes,Yes,Low,Low,Low,Fail,Visual,0.3250000000000002,0.8400000000000001,0.01666666666666672,0.5,0.5,1.0
7853,26,73,1,0,1,1,1,23,1,17,0,89,86,1,2,0,Male,Yes,No,Yes,No,Low,Medium,Low,Distinction,Kinesthetic,0.3250000000000002,0.78,0.7666666666666667,0.5,1.0,0.0
7854,19,90,1,0,0,1,1,26,1,16,1,64,74,0,2,1,Male,Yes,No,No,Yes,High,Medium,Low,Merit,Kinesthetic,0.75,0.28,0.5666666666666668,0.0,1.0,1.0
7855,19,90,1,1,1,1,1,26,1,16,1,64,74,0,2,1,Male,Yes,Yes,No,Yes,Low,Medium,Low,Merit,Kinesthetic,0.75,0.28,0.5666666666666668,0.5,1.0,1.0
7856,19,90,1,0,1,1,1,26,1,16,1,64,74,0,2,1,Male,Yes,No,No,Yes,Low,Medium,Low,Merit,Kinesthetic,0.75,0.28,0.5666666666666668,0.5,1.0,1.0
7857,19,90,2,0,1,1,1,26,1,16,1,64,74,0,2,1,Male,Yes,No,No,Yes,Low,Medium,Medium,Merit,Kinesthetic,0.75,0.28,0.5666666666666668,0.5,1.0,1.0
7858,19,90,0,1,2,1,1,26,1,16,1,64,74,0,2,1,Male,Yes,Yes,No,Yes,Medium,Medium,High,Merit,Kinesthetic,0.75,0.28,0.5666666666666668,1.0,1.0,1.0
7859,19,90,2,0,0,1,1,26,1,16,1,64,74,0,2,1,Male,Yes,No,No,Yes,High,Medium,Medium,Merit,Kinesthetic,0.75,0.28,0.5666666666666668,0.0,1.0,1.0
7860,23,62,2,0,2,1,0,27,1,11,1,84,83,0,0,1,Female,Yes,No,No,Yes,Medium,High,Medium,Merit,Kinesthetic,0.050000000000000044,0.6799999999999999,0.7166666666666667,1.0,0.0,1.0
7861,23,62,2,0,2,1,0,26,3,20,1,72,45,0,2,3,Female,Yes,No,No,Yes,Medium,Medium,Medium,Fail,Visual,0.050000000000000044,0.43999999999999995,0.08333333333333337,1.0,1.0,1.0
7862,23,62,0,1,2,1,0,27,1,11,1,84,83,0,0,1,Female,Yes,Yes,No,Yes,Medium,High,High,Merit,Kinesthetic,0.050000000000000044,0.6799999999999999,0.7166666666666667,1.0,0.0,1.0
7863,23,62,0,1,2,1,0,26,3,20,1,72,45,0,2,3,Female,Yes,Yes,No,Yes,Medium,Medium,High,Fail,Visual,0.050000000000000044,0.43999999999999995,0.08333333333333337,1.0,1.0,1.0
7864,23,62,0,0,1,1,0,27,1,11,1,84,83,0,0,1,Female,Yes,No,No,Yes,Low,High,High,Merit,Kinesthetic,0.050000000000000044,0.6799999999999999,0.7166666666666667,0.5,0.0,1.0
7865,23,62,0,0,1,1,0,26,3,20,1,72,45,0,2,3,Female,Yes,No,No,Yes,Low,Medium,High,Fail,Visual,0.050000000000000044,0.43999999999999995,0.08333333333333337,0.5,1.0,1.0
7866,23,62,0,1,1,1,0,27,1,11,1,84,83,0,0,1,Female,Yes,Yes,No,Yes,Low,High,High,Merit,Kinesthetic,0.050000000000000044,0.6799999999999999,0.7166666666666667,0.5,0.0,1.0
7867,23,62,0,1,1,1,0,26,3,20,1,72,45,0,2,3,Female,Yes,Yes,No,Yes,Low,Medium,High,Fail,Visual,0.050000000000000044,0.43999999999999995,0.08333333333333337,0.5,1.0,1.0
7868,23,62,2,1,0,1,0,27,1,11,1,84,83,0,0,1,Female,Yes,Yes,No,Yes,High,High,Medium,Merit,Kinesthetic,0.050000000000000044,0.6799999999999999,0.7166666666666667,0.0,0.0,1.0
7869,23,62,2,1,0,1,0,26,3,20,1,72,45,0,2,3,Female,Yes,Yes,No,Yes,High,Medium,Medium,Fail,Visual,0.050000000000000044,0.43999999999999995,0.08333333333333337,0.0,1.0,1.0
7870,14,69,2,0,2,1,1,20,3,5,1,97,63,1,0,2,Male,Yes,No,Yes,Yes,Medium,High,Medium,Pass,Visual,0.2250000000000001,0.94,0.3833333333333334,1.0,0.0,1.0
7871,14,69,2,0,2,1,1,18,2,20,0,61,49,1,1,3,Male,Yes,No,Yes,No,Medium,Low,Medium,Fail,ReadWrite,0.2250000000000001,0.21999999999999997,0.15000000000000002,1.0,0.5,0.0
7872,14,69,2,1,0,0,1,20,3,5,1,97,63,1,0,2,Male,No,Yes,Yes,Yes,High,High,Medium,Pass,Visual,0.2250000000000001,0.94,0.3833333333333334,0.0,0.0,1.0
7873,14,69,2,1,0,0,1,18,2,20,0,61,49,1,1,3,Male,No,Yes,Yes,No,High,Low,Medium,Fail,ReadWrite,0.2250000000000001,0.21999999999999997,0.15000000000000002,0.0,0.5,0.0
7874,14,69,1,0,1,1,1,20,3,5,1,97,63,1,0,2,Male,Yes,No,Yes,Yes,Low,High,Low,Pass,Visual,0.2250000000000001,0.94,0.3833333333333334,0.5,0.0,1.0
7875,14,69,1,0,1,1,1,18,2,20,0,61,49,1,1,3,Male,Yes,No,Yes,No,Low,Low,Low,Fail,ReadWrite,0.2250000000000001,0.21999999999999997,0.15000000000000002,0.5,0.5,0.0
7876,14,69,1,0,1,1,1,20,3,5,1,97,63,1,0,2,Male,Yes,No,Yes,Yes,Low,High,Low,Pass,Visual,0.2250000000000001,0.94,0.3833333333333334,0.5,0.0,1.0
7877,14,69,1,0,1,1,1,18,2,20,0,61,49,1,1,3,Male,Yes,No,Yes,No,Low,Low,Low,Fail,ReadWrite,0.2250000000000001,0.21999999999999997,0.15000000000000002,0.5,0.5,0.0
7878,22,65,1,1,2,1,1,27,1,3,1,66,69,1,2,2,Male,Yes,Yes,Yes,Yes,Medium,Medium,Low,Pass,Kinesthetic,0.125,0.32000000000000006,0.4833333333333333,1.0,1.0,1.0
7879,22,65,1,1,2,1,1,28,0,15,1,86,48,1,1,3,Male,Yes,Yes,Yes,Yes,Medium,Low,Low,Fail,Auditory,0.125,0.72,0.13333333333333341,1.0,0.5,1.0
7880,22,65,0,1,1,1,1,27,1,3,1,66,69,1,2,2,Male,Yes,Yes,Yes,Yes,Low,Medium,High,Pass,Kinesthetic,0.125,0.32000000000000006,0.4833333333333333,0.5,1.0,1.0
7881,22,65,0,1,1,1,1,28,0,15,1,86,48,1,1,3,Male,Yes,Yes,Yes,Yes,Low,Low,High,Fail,Auditory,0.125,0.72,0.13333333333333341,0.5,0.5,1.0
7882,22,65,1,1,2,1,1,27,1,3,1,66,69,1,2,2,Male,Yes,Yes,Yes,Yes,Medium,Medium,Low,Pass,Kinesthetic,0.125,0.32000000000000006,0.4833333333333333,1.0,1.0,1.0
7883,22,65,1,1,2,1,1,28,0,15,1,86,48,1,1,3,Male,Yes,Yes,Yes,Yes,Medium,Low,Low,Fail,Auditory,0.125,0.72,0.13333333333333341,1.0,0.5,1.0
7884,22,65,0,1,0,0,1,27,1,3,1,66,69,1,2,2,Male,No,Yes,Yes,Yes,High,Medium,High,Pass,Kinesthetic,0.125,0.32000000000000006,0.4833333333333333,0.0,1.0,1.0
7885,22,65,0,1,0,0,1,28,0,15,1,86,48,1,1,3,Male,No,Yes,Yes,Yes,High,Low,High,Fail,Auditory,0.125,0.72,0.13333333333333341,0.0,0.5,1.0
7886,22,65,1,0,1,0,1,27,1,3,1,66,69,1,2,2,Male,No,No,Yes,Yes,Low,Medium,Low,Pass,Kinesthetic,0.125,0.32000000000000006,0.4833333333333333,0.5,1.0,1.0
7887,22,65,1,0,1,0,1,28,0,15,1,86,48,1,1,3,Male,No,No,Yes,Yes,Low,Low,Low,Fail,Auditory,0.125,0.72,0.13333333333333341,0.5,0.5,1.0
